year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
2021,9,Saturday,Autumn,Late Night (2am-6am),Egypt,Urban,8467,Domestic Violence,5.5,1,Male,56-65,3,0,189.3,,At Large,Pending Trial,Emergency Call,23.2,1,5,No,Yes,Yes,Partial Coverage,Well Lit,1,26.3,No
2021,1,Tuesday,Autumn,Evening (6pm-10pm),Mexico,Remote,13,Kidnapping,8.4,1,Male,26-35,7,0,114.03,,Arrested,Closed - Solved,Police Station,95.8,4,79,Yes,No,No,Partial Coverage,Well Lit,1,41.6,Yes
2023,4,Wednesday,Autumn,Morning (6am-12pm),UK,Urban,6039,Assault,6.5,5,Male,18-25,3,0,198.68,,At Large,Open - Active,Online Portal,12.9,4,35,No,Yes,No,No Coverage,Well Lit,3,60.7,No
2024,3,Thursday,Summer,Evening (6pm-10pm),UK,Suburban,673,Theft,2.3,1,Female,36-45,0,0,44.25,Knife,At Large,Open - Active,Emergency Call,30.6,3,12,No,No,Yes,Partial Coverage,Well Lit,1,34.4,No
2020,7,Sunday,Winter,Night (10pm-2am),Nigeria,Suburban,564,Assault,7.7,1,Male,46-55,3,0,153.35,,Arrested,Closed - Solved,Emergency Call,54.0,2,92,No,No,No,No Coverage,Well Lit,3,65.9,Yes
2024,5,Tuesday,Winter,Late Night (2am-6am),South Africa,Urban,2309,Drug Offense,6.0,3,Female,18-25,0,0,7.13,Unknown,Unknown,Closed - Unsolved,Online Portal,12.5,3,22,No,No,No,Full Coverage,Partially Lit,4,51.4,Yes
2023,5,Wednesday,Winter,Evening (6pm-10pm),Mexico,Remote,24,Drug Offense,5.6,1,Male,18-25,0,0,15.38,Blunt Object,Convicted,Closed - Solved,Police Station,14.7,4,16,Unknown,No,No,Partial Coverage,Partially Lit,1,72.4,No
2023,4,Tuesday,Summer,Evening (6pm-10pm),Pakistan,Rural,202,Theft,3.1,4,Male,Under 18,0,0,1016.43,Blunt Object,Arrested,Closed - Solved,Online Portal,35.7,2,111,No,Yes,Unknown,Partial Coverage,Partially Lit,2,36.9,No
2022,1,Monday,Summer,Late Night (2am-6am),Pakistan,Rural,82,Murder,8.3,2,Male,36-45,3,3,45.16,Firearm,Under Investigation,Closed - Solved,Police Station,26.9,2,13,No,No,No,Partial Coverage,Well Lit,0,80.2,No
2020,5,Saturday,Summer,Evening (6pm-10pm),USA,Urban,6178,Vandalism,3.1,2,Male,18-25,0,0,87.2,Firearm,Acquitted,Closed - Unsolved,Police Station,19.2,2,30,No,No,Yes,Partial Coverage,Partially Lit,4,59.0,No
2020,4,Monday,Spring,Evening (6pm-10pm),Canada,Urban,1066,Cybercrime,5.4,2,Male,18-25,0,0,2234.32,Firearm,Arrested,Closed - Unsolved,Anonymous Tip,23.7,2,24,No,No,No,Full Coverage,Partially Lit,2,58.6,Yes
2023,10,Wednesday,Summer,Evening (6pm-10pm),Indonesia,Rural,51,Burglary,4.4,1,Male,65+,0,0,320.85,Knife,Arrested,Open - Active,Emergency Call,23.2,2,26,Yes,No,No,Partial Coverage,Well Lit,2,48.5,No
2022,8,Sunday,Spring,Night (10pm-2am),UK,Rural,258,Robbery,7.5,2,Male,Under 18,2,0,263.64,,At Large,Closed - Solved,Emergency Call,78.5,3,16,Yes,No,Yes,Partial Coverage,Poorly Lit,1,36.0,Yes
2024,2,Sunday,Summer,Evening (6pm-10pm),Egypt,Remote,15,Murder,9.0,2,Male,26-35,1,3,243.27,Blunt Object,Under Investigation,Closed - Solved,Police Station,55.5,6,85,No,No,Yes,Partial Coverage,Well Lit,2,76.4,No
2022,8,Tuesday,Winter,Evening (6pm-10pm),USA,Remote,15,Kidnapping,7.7,1,Male,46-55,1,0,39.69,Knife,Arrested,Closed - Solved,Online Portal,39.9,2,28,No,No,No,Partial Coverage,Partially Lit,3,48.4,No
2020,1,Thursday,Winter,Evening (6pm-10pm),Nigeria,Urban,1369,Kidnapping,8.6,1,Female,56-65,6,0,35.36,,Unknown,Open - Active,Police Station,14.9,3,22,Yes,Unknown,No,Partial Coverage,Partially Lit,1,28.1,No
2023,4,Friday,Autumn,Morning (6am-12pm),India,Suburban,734,Robbery,6.3,3,Female,18-25,0,0,645.21,Vehicle,Convicted,Closed - Unsolved,Online Portal,37.4,2,31,Yes,Yes,Unknown,Full Coverage,Partially Lit,4,37.1,Yes
2021,3,Saturday,Summer,Evening (6pm-10pm),Turkey,Urban,1316,Domestic Violence,5.6,1,Female,26-35,4,0,50.27,Blunt Object,Acquitted,Closed - Unsolved,Police Station,19.0,2,16,Unknown,No,No,Partial Coverage,Well Lit,1,73.1,No
2022,5,Thursday,Winter,Evening (6pm-10pm),Nigeria,Rural,114,Murder,8.0,1,Unknown,26-35,2,3,47.18,,Under Investigation,Closed - Solved,Emergency Call,65.4,8,61,Yes,No,No,Partial Coverage,Well Lit,1,63.3,No
2023,5,Tuesday,Winter,Afternoon (12pm-6pm),USA,Rural,22,Fraud,4.5,1,Female,26-35,0,0,2582.33,,At Large,Pending Trial,Emergency Call,42.4,3,25,No,No,Yes,Partial Coverage,Well Lit,4,33.0,No
2024,5,Tuesday,Autumn,Late Night (2am-6am),Brazil,Suburban,144,Fraud,4.2,1,Male,26-35,0,0,425.9,Blunt Object,Convicted,Closed - Unsolved,Police Station,26.5,3,98,Yes,Yes,No,Full Coverage,Partially Lit,1,82.0,No
2023,12,Monday,Winter,Late Night (2am-6am),Pakistan,Urban,1046,Arson,8.6,4,Male,18-25,3,1,54.58,Knife,Arrested,Closed - Unsolved,Police Station,19.8,2,267,No,No,Yes,Full Coverage,No Lighting,4,60.1,No
2023,4,Saturday,Spring,Evening (6pm-10pm),Pakistan,Suburban,263,Assault,7.2,1,Male,46-55,1,0,502.58,Chemical,Arrested,Closed - Solved,Emergency Call,78.9,5,14,No,No,No,No Coverage,Partially Lit,2,58.9,No
2023,8,Monday,Summer,Morning (6am-12pm),USA,Urban,153,Assault,5.3,5,Male,65+,0,0,58.06,Vehicle,Convicted,Open - Active,Police Station,13.2,5,4,Unknown,No,No,Full Coverage,Well Lit,2,63.4,No
2024,3,Wednesday,Autumn,Late Night (2am-6am),Turkey,Urban,1376,Vandalism,3.2,4,Male,65+,0,0,126.82,,Acquitted,Closed - Solved,Anonymous Tip,47.5,3,28,Yes,Unknown,No,Partial Coverage,Well Lit,1,65.9,Yes
2021,12,Thursday,Spring,Night (10pm-2am),Canada,Rural,82,Drug Offense,6.0,2,Male,18-25,0,0,100.98,Knife,Arrested,Closed - Solved,Emergency Call,90.0,2,14,Yes,No,Unknown,Partial Coverage,Well Lit,1,31.8,No
2020,4,Thursday,Spring,Afternoon (12pm-6pm),Egypt,Urban,5958,Drug Offense,4.8,1,Male,18-25,0,0,11.76,Blunt Object,Arrested,Open - Active,Police Station,51.0,2,13,Unknown,Yes,No,Full Coverage,Well Lit,2,59.6,Yes
2021,1,Saturday,Summer,Night (10pm-2am),France,Urban,1496,Theft,2.0,1,Male,65+,0,0,456.74,Unknown,Convicted,Closed - Solved,Emergency Call,10.3,1,17,No,No,No,No Coverage,Well Lit,1,24.5,Yes
2021,7,Friday,Summer,Afternoon (12pm-6pm),Canada,Urban,346,Assault,5.3,1,Female,46-55,3,0,478.98,Blunt Object,Arrested,Closed - Solved,Online Portal,4.6,3,45,No,Unknown,No,No Coverage,Well Lit,2,79.5,Yes
2023,1,Monday,Winter,Evening (6pm-10pm),Nigeria,Remote,22,Murder,8.5,1,Female,46-55,0,2,81.7,Chemical,At Large,Closed - Solved,Emergency Call,83.6,3,4,Yes,No,No,Partial Coverage,No Lighting,3,74.3,No
2023,2,Monday,Autumn,Afternoon (12pm-6pm),Australia,Rural,122,Burglary,6.4,1,Female,36-45,0,0,187.56,Firearm,At Large,Closed - Unsolved,Emergency Call,36.1,3,93,Unknown,No,No,Full Coverage,Partially Lit,2,73.4,Yes
2023,11,Saturday,Winter,Afternoon (12pm-6pm),Egypt,Rural,56,Assault,6.4,2,Male,26-35,3,0,64.33,,Unknown,Closed - Solved,Emergency Call,24.5,3,125,Unknown,No,No,Full Coverage,Well Lit,1,66.9,No
2020,7,Friday,Spring,Late Night (2am-6am),Nigeria,Suburban,1505,Sexual Assault,9.8,1,Male,36-45,3,0,189.93,,At Large,Closed - Unsolved,Community Report,15.8,5,13,No,Yes,No,Full Coverage,Poorly Lit,3,81.7,No
2023,1,Thursday,Summer,Evening (6pm-10pm),Mexico,Remote,38,Theft,4.4,1,Male,26-35,0,0,57.69,,Arrested,Closed - Unsolved,Police Station,42.0,2,14,No,No,No,Full Coverage,Partially Lit,3,83.4,No
2021,11,Saturday,Winter,Night (10pm-2am),Mexico,Rural,57,Robbery,6.9,1,Female,36-45,1,0,95.8,Knife,At Large,Closed - Solved,Online Portal,12.4,3,33,No,No,No,No Coverage,Well Lit,4,78.2,Yes
2023,3,Sunday,Winter,Night (10pm-2am),Egypt,Remote,44,Cybercrime,5.5,1,Male,65+,0,0,805.62,Unknown,Convicted,Closed - Unsolved,Emergency Call,75.0,2,25,No,No,Unknown,Full Coverage,Well Lit,5,53.7,Yes
2023,6,Friday,Summer,Late Night (2am-6am),Brazil,Urban,4566,Theft,2.4,1,Male,18-25,0,0,41.31,Firearm,Arrested,Closed - Solved,Emergency Call,37.2,4,31,Yes,Unknown,No,Partial Coverage,Well Lit,4,29.1,Yes
2022,6,Sunday,Spring,Afternoon (12pm-6pm),Brazil,Urban,1134,Robbery,6.1,1,Female,65+,1,0,55.04,Firearm,At Large,Open - Active,Police Station,113.0,1,32,No,Unknown,No,No Coverage,Poorly Lit,2,59.0,No
2020,6,Tuesday,Winter,Afternoon (12pm-6pm),Nigeria,Suburban,450,Burglary,5.8,3,Female,18-25,0,0,137.15,,Unknown,Open - Cold Case,Emergency Call,29.1,1,16,Yes,Unknown,No,Partial Coverage,Poorly Lit,5,74.1,Yes
2020,11,Sunday,Winter,Late Night (2am-6am),Pakistan,Suburban,83,Domestic Violence,6.0,1,Male,18-25,3,0,38.72,,Arrested,Closed - Unsolved,Police Station,43.5,2,29,Yes,No,No,Full Coverage,Partially Lit,2,31.5,No
2024,2,Monday,Winter,Night (10pm-2am),India,Urban,2216,Burglary,5.0,1,Female,26-35,0,0,1866.38,,At Large,Open - Active,Emergency Call,20.2,4,14,Yes,No,No,Full Coverage,Well Lit,4,59.7,No
2024,2,Sunday,Autumn,Late Night (2am-6am),Pakistan,Remote,24,Burglary,6.1,2,Female,26-35,0,0,1405.46,Knife,Under Investigation,Closed - Unsolved,Police Station,135.8,4,56,No,No,Unknown,Full Coverage,No Lighting,1,49.1,No
2023,6,Friday,Summer,Evening (6pm-10pm),Germany,Rural,197,Drug Offense,6.6,1,Male,18-25,0,0,85.79,Firearm,Convicted,Closed - Solved,Emergency Call,35.1,1,19,No,No,No,Partial Coverage,Well Lit,2,71.3,No
2020,10,Saturday,Autumn,Night (10pm-2am),Egypt,Urban,2044,Theft,3.0,1,Male,26-35,0,0,5169.73,,Unknown,Open - Active,Emergency Call,28.5,5,8,Unknown,Yes,No,Partial Coverage,Well Lit,3,71.8,No
2022,5,Monday,Autumn,Afternoon (12pm-6pm),Australia,Urban,1779,Cybercrime,4.0,2,Male,46-55,0,0,2681.72,,Under Investigation,Closed - Unsolved,Emergency Call,38.4,4,7,Yes,No,No,Partial Coverage,Partially Lit,4,51.2,No
2023,7,Wednesday,Autumn,Evening (6pm-10pm),India,Urban,3324,Assault,6.6,1,Female,46-55,1,0,333.53,,At Large,Closed - Unsolved,Emergency Call,7.6,2,33,Yes,Yes,No,No Coverage,Well Lit,3,61.9,No
2023,7,Thursday,Winter,Night (10pm-2am),USA,Rural,110,Theft,4.0,1,Male,18-25,0,0,245.26,Blunt Object,Arrested,Open - Cold Case,Police Station,86.5,1,30,No,No,Yes,Partial Coverage,Well Lit,1,73.0,No
2020,5,Sunday,Summer,Late Night (2am-6am),Egypt,Urban,2063,Assault,5.6,1,Female,18-25,2,0,283.13,Firearm,Under Investigation,Closed - Unsolved,Police Station,25.6,3,15,No,No,No,No Coverage,Well Lit,2,25.8,No
2020,8,Wednesday,Spring,Evening (6pm-10pm),South Africa,Suburban,493,Robbery,8.7,2,Male,18-25,3,1,186.35,,Arrested,Open - Cold Case,Emergency Call,29.6,5,78,No,Unknown,Yes,Partial Coverage,Well Lit,1,75.9,No
2023,10,Monday,Winter,Morning (6am-12pm),Pakistan,Rural,77,Vandalism,3.0,1,Male,36-45,0,0,8.37,Knife,Under Investigation,Closed - Solved,Emergency Call,59.7,2,155,No,Yes,Unknown,Partial Coverage,Well Lit,2,45.4,Yes
2022,6,Friday,Spring,Evening (6pm-10pm),Canada,Urban,210,Fraud,5.5,1,Female,65+,0,0,1953.95,Firearm,At Large,Open - Active,Police Station,18.6,8,113,No,Yes,Yes,Partial Coverage,Well Lit,2,20.0,Yes
2021,5,Monday,Autumn,Night (10pm-2am),USA,Urban,2426,Cybercrime,5.7,1,Female,18-25,0,0,20972.93,,Arrested,Pending Trial,Emergency Call,27.2,8,140,No,No,No,Partial Coverage,Partially Lit,1,42.2,Yes
2020,4,Sunday,Spring,Late Night (2am-6am),Pakistan,Suburban,189,Drug Offense,6.7,2,Female,26-35,0,0,9.27,Vehicle,Arrested,Open - Active,Emergency Call,10.5,1,85,No,No,Yes,Full Coverage,Well Lit,4,36.3,Yes
2022,7,Wednesday,Spring,Evening (6pm-10pm),Australia,Rural,36,Robbery,6.4,1,Female,46-55,1,0,118.55,Firearm,Under Investigation,Closed - Unsolved,Police Station,35.8,4,65,No,No,No,No Coverage,Poorly Lit,2,75.4,No
2024,4,Tuesday,Autumn,Night (10pm-2am),Canada,Rural,93,Vandalism,1.4,1,Male,26-35,0,0,69.48,Firearm,Convicted,Closed - Solved,Police Station,58.5,2,70,Yes,No,Yes,Full Coverage,Partially Lit,1,54.8,No
2024,5,Sunday,Summer,Morning (6am-12pm),Pakistan,Urban,1685,Assault,7.3,3,Female,46-55,0,0,265.54,Unknown,Unknown,Open - Cold Case,Community Report,22.6,1,64,No,Yes,No,Partial Coverage,Well Lit,1,33.4,No
2023,5,Monday,Winter,Morning (6am-12pm),Turkey,Remote,16,Vandalism,3.9,1,Male,46-55,0,0,141.68,Knife,Convicted,Open - Active,Community Report,122.3,4,37,No,No,No,Partial Coverage,Well Lit,2,85.5,No
2022,1,Monday,Summer,Night (10pm-2am),Brazil,Urban,4894,Theft,4.0,1,Female,18-25,0,0,1368.67,Blunt Object,Under Investigation,Pending Trial,Emergency Call,11.2,4,45,No,Unknown,No,Partial Coverage,Well Lit,4,45.4,No
2020,1,Sunday,Autumn,Late Night (2am-6am),UK,Suburban,2404,Theft,3.2,1,Male,18-25,0,0,400.02,Blunt Object,Convicted,Closed - Unsolved,Emergency Call,48.1,1,41,No,No,Unknown,Partial Coverage,Partially Lit,3,58.3,No
2022,3,Saturday,Spring,Afternoon (12pm-6pm),Indonesia,Rural,35,Drug Offense,6.1,2,Male,56-65,0,0,15.69,Firearm,Under Investigation,Closed - Solved,Police Station,25.9,1,223,No,Yes,No,No Coverage,Well Lit,2,60.7,No
2022,11,Tuesday,Autumn,Afternoon (12pm-6pm),USA,Suburban,461,Theft,2.7,1,Female,36-45,0,0,1292.72,Blunt Object,Arrested,Closed - Solved,Emergency Call,19.8,1,35,Yes,Yes,No,Partial Coverage,No Lighting,3,61.2,Yes
2023,3,Sunday,Winter,Afternoon (12pm-6pm),Turkey,Rural,100,Extortion,8.0,1,Female,46-55,0,0,813.72,Unknown,Under Investigation,Pending Trial,Emergency Call,8.0,3,37,Yes,No,No,No Coverage,No Lighting,3,71.1,No
2022,2,Tuesday,Summer,Evening (6pm-10pm),Australia,Urban,3182,Fraud,4.7,1,Male,46-55,0,0,701.65,,Arrested,Closed - Solved,Emergency Call,24.2,2,100,Yes,Unknown,No,No Coverage,No Lighting,2,21.8,Yes
2021,12,Sunday,Spring,Afternoon (12pm-6pm),Indonesia,Suburban,603,Theft,4.8,2,Male,46-55,0,0,2781.76,,Arrested,Closed - Unsolved,Police Station,22.1,3,48,No,No,Yes,No Coverage,Poorly Lit,3,77.8,Yes
2020,2,Friday,Spring,Afternoon (12pm-6pm),South Africa,Urban,3495,Drug Offense,5.3,3,Female,26-35,0,0,39.5,,Convicted,Closed - Solved,Police Station,10.1,4,62,No,No,No,Partial Coverage,Poorly Lit,3,26.7,No
2021,6,Thursday,Summer,Late Night (2am-6am),India,Urban,2920,Assault,7.8,1,Male,18-25,0,0,191.43,,Arrested,Closed - Unsolved,Police Station,53.8,2,37,Yes,No,No,No Coverage,Partially Lit,1,53.2,No
2020,1,Sunday,Spring,Night (10pm-2am),Mexico,Suburban,2853,Burglary,5.0,1,Male,Under 18,0,0,1233.83,Knife,Under Investigation,Closed - Unsolved,Police Station,10.7,2,35,Yes,No,Yes,No Coverage,Partially Lit,1,35.3,No
2021,6,Sunday,Winter,Late Night (2am-6am),France,Urban,8499,Cybercrime,5.3,1,Male,Under 18,0,0,3439.74,Knife,Unknown,Closed - Solved,Police Station,19.4,4,85,Yes,No,No,No Coverage,Partially Lit,1,59.2,No
2024,5,Sunday,Summer,Afternoon (12pm-6pm),India,Urban,377,Theft,4.9,2,Female,56-65,0,0,453.48,,Arrested,Closed - Solved,Police Station,54.3,2,6,No,No,No,Partial Coverage,Well Lit,4,43.3,Yes
2022,6,Friday,Autumn,Night (10pm-2am),India,Remote,16,Cybercrime,4.9,2,Male,46-55,0,0,32991.76,Firearm,At Large,Open - Active,Emergency Call,91.3,2,41,Yes,No,No,Full Coverage,Partially Lit,2,57.2,No
2022,5,Monday,Autumn,Night (10pm-2am),USA,Remote,10,Burglary,6.0,1,Female,26-35,0,0,126.23,,At Large,Open - Cold Case,Anonymous Tip,108.1,3,5,No,No,Unknown,Partial Coverage,Partially Lit,1,71.1,No
2024,7,Tuesday,Spring,Night (10pm-2am),Germany,Suburban,1306,Theft,2.3,4,Male,26-35,0,0,483.1,,Arrested,Pending Trial,Online Portal,23.6,1,6,No,Yes,No,No Coverage,Partially Lit,1,84.6,Yes
2024,1,Friday,Summer,Afternoon (12pm-6pm),India,Suburban,521,Vandalism,2.4,1,Male,46-55,0,0,80.57,Firearm,At Large,Closed - Unsolved,Police Station,17.7,2,3,No,No,Yes,Partial Coverage,Partially Lit,2,71.0,No
2023,3,Sunday,Winter,Night (10pm-2am),Pakistan,Rural,117,Arson,8.7,2,Female,18-25,0,0,6.19,Firearm,Arrested,Open - Active,Online Portal,26.2,1,56,Yes,No,Yes,Partial Coverage,Poorly Lit,6,40.4,No
2024,6,Wednesday,Summer,Morning (6am-12pm),Indonesia,Remote,23,Murder,8.5,1,Male,36-45,4,1,72.86,,Under Investigation,Pending Trial,Emergency Call,28.6,5,9,Unknown,No,Yes,Partial Coverage,Well Lit,4,82.1,No
2021,1,Saturday,Autumn,Afternoon (12pm-6pm),Australia,Rural,169,Vandalism,3.4,3,Male,56-65,0,0,15.35,,Under Investigation,Open - Cold Case,Anonymous Tip,11.0,2,17,Yes,No,No,Full Coverage,Poorly Lit,5,77.9,No
2021,11,Friday,Winter,Late Night (2am-6am),Germany,Urban,442,Robbery,8.0,1,Male,46-55,0,0,1182.36,Knife,Arrested,Open - Cold Case,Police Station,32.0,3,76,Yes,No,No,Partial Coverage,Poorly Lit,5,64.9,No
2022,11,Tuesday,Summer,Night (10pm-2am),Nigeria,Rural,22,Theft,2.7,3,Male,26-35,0,0,453.18,,Arrested,Open - Active,Anonymous Tip,129.1,1,23,Unknown,Yes,No,Partial Coverage,Partially Lit,3,74.8,No
2023,7,Monday,Autumn,Evening (6pm-10pm),Mexico,Suburban,750,Theft,2.8,1,Male,18-25,0,0,331.99,Knife,Under Investigation,Closed - Solved,Emergency Call,63.7,3,19,No,No,Unknown,Full Coverage,Well Lit,1,81.0,No
2023,4,Thursday,Spring,Night (10pm-2am),South Africa,Suburban,337,Burglary,5.3,4,Female,18-25,0,0,307.54,,At Large,Closed - Unsolved,Emergency Call,34.5,4,105,No,No,Unknown,Full Coverage,Well Lit,0,57.5,Yes
2021,3,Thursday,Autumn,Evening (6pm-10pm),Pakistan,Urban,1506,Cybercrime,3.4,1,Unknown,46-55,0,0,15808.23,Firearm,Convicted,Closed - Unsolved,Online Portal,9.3,1,50,Yes,No,No,No Coverage,Well Lit,0,61.8,No
2020,10,Thursday,Summer,Afternoon (12pm-6pm),South Africa,Urban,829,Theft,4.7,3,Female,36-45,0,0,352.24,,Arrested,Closed - Solved,Community Report,40.0,2,21,Yes,No,Yes,Partial Coverage,Partially Lit,1,53.8,No
2023,9,Friday,Winter,Evening (6pm-10pm),Germany,Suburban,152,Theft,4.2,2,Female,Under 18,0,0,578.71,Knife,Arrested,Open - Cold Case,Emergency Call,73.6,3,45,No,Yes,Yes,Full Coverage,Well Lit,0,54.9,No
2020,1,Friday,Winter,Evening (6pm-10pm),South Africa,Remote,31,Fraud,4.5,1,Male,26-35,0,0,878.02,Knife,At Large,Closed - Unsolved,Online Portal,57.8,10,10,No,No,Yes,Full Coverage,Poorly Lit,3,56.7,No
2023,8,Sunday,Autumn,Night (10pm-2am),Egypt,Rural,60,Robbery,6.9,1,Female,26-35,0,0,1160.3,Blunt Object,Arrested,Closed - Solved,Anonymous Tip,49.6,4,17,Unknown,Unknown,No,Partial Coverage,No Lighting,2,62.0,No
2023,1,Friday,Summer,Night (10pm-2am),Indonesia,Urban,1087,Drug Offense,6.1,1,Male,46-55,0,0,155.85,Vehicle,Arrested,Closed - Unsolved,Emergency Call,31.5,3,145,Unknown,No,No,Full Coverage,Poorly Lit,0,47.6,Yes
2023,5,Wednesday,Winter,Night (10pm-2am),France,Suburban,228,Theft,3.3,1,Male,26-35,0,0,56.86,,At Large,Open - Active,Police Station,65.7,2,8,No,No,No,No Coverage,Poorly Lit,1,32.5,Yes
2023,10,Monday,Spring,Evening (6pm-10pm),South Africa,Urban,416,Drug Offense,4.7,1,Female,18-25,0,0,32.36,,Under Investigation,Open - Active,Police Station,15.1,8,16,No,No,No,Partial Coverage,Well Lit,5,49.6,Yes
2024,8,Monday,Spring,Afternoon (12pm-6pm),Egypt,Rural,91,Robbery,7.3,1,Male,Under 18,2,0,123.84,Blunt Object,Convicted,Open - Active,Police Station,32.2,2,22,No,No,Yes,No Coverage,Partially Lit,5,71.5,No
2022,6,Monday,Autumn,Night (10pm-2am),Indonesia,Urban,2191,Fraud,6.5,1,Male,36-45,0,0,3995.06,Firearm,Under Investigation,Open - Active,Online Portal,21.0,2,17,Yes,No,No,No Coverage,Well Lit,2,36.3,No
2023,7,Monday,Spring,Evening (6pm-10pm),USA,Urban,3568,Theft,2.2,2,Female,46-55,0,0,473.17,,At Large,Closed - Unsolved,Police Station,12.5,3,47,Yes,Unknown,No,Full Coverage,Well Lit,3,57.5,Yes
2023,11,Sunday,Autumn,Evening (6pm-10pm),India,Rural,63,Assault,6.1,5,Male,26-35,2,0,274.12,Chemical,Arrested,Closed - Unsolved,Community Report,21.5,4,38,No,Yes,No,Full Coverage,Poorly Lit,2,70.1,No
2021,8,Tuesday,Autumn,Evening (6pm-10pm),Nigeria,Urban,366,Robbery,8.9,3,Male,18-25,4,1,177.79,,Under Investigation,Closed - Solved,Police Station,11.9,1,56,Yes,Unknown,No,Full Coverage,Well Lit,1,66.0,No
2020,6,Thursday,Winter,Night (10pm-2am),Pakistan,Rural,157,Burglary,4.0,3,Female,46-55,0,0,361.68,Knife,Convicted,Open - Cold Case,Online Portal,89.3,2,63,No,No,No,Full Coverage,Well Lit,5,38.6,No
2021,11,Friday,Spring,Evening (6pm-10pm),Canada,Urban,1558,Domestic Violence,7.7,1,Male,18-25,2,0,35.94,Firearm,At Large,Closed - Unsolved,Police Station,13.6,4,56,Yes,Unknown,No,Partial Coverage,Poorly Lit,7,42.4,No
2022,6,Tuesday,Summer,Afternoon (12pm-6pm),Brazil,Urban,422,Theft,3.1,1,Male,26-35,0,0,76.16,Knife,Arrested,Closed - Solved,Community Report,42.7,1,130,No,No,No,Full Coverage,Partially Lit,3,30.5,No
2023,11,Thursday,Summer,Morning (6am-12pm),South Africa,Remote,36,Theft,2.6,4,Male,18-25,0,0,101.39,Unknown,At Large,Pending Trial,Police Station,45.1,4,87,No,No,No,Partial Coverage,Well Lit,3,88.6,No
2024,6,Wednesday,Spring,Late Night (2am-6am),South Africa,Urban,293,Theft,2.0,2,Male,36-45,0,0,38.69,Blunt Object,Under Investigation,Open - Active,Police Station,9.6,1,26,No,No,Yes,Full Coverage,Partially Lit,3,54.9,Yes
2021,5,Sunday,Spring,Night (10pm-2am),UK,Urban,1698,Fraud,3.3,1,Male,36-45,0,0,19771.77,Unknown,Arrested,Open - Active,Community Report,14.7,2,139,No,No,Yes,Partial Coverage,No Lighting,2,57.0,No
2020,8,Sunday,Summer,Afternoon (12pm-6pm),Australia,Urban,482,Burglary,4.5,4,Female,46-55,0,0,89.91,,At Large,Closed - Solved,Emergency Call,16.7,3,18,Unknown,Yes,No,Partial Coverage,Well Lit,1,29.0,No
2024,2,Monday,Winter,Afternoon (12pm-6pm),India,Urban,1787,Theft,2.1,2,Male,Under 18,0,0,252.79,Knife,Unknown,Pending Trial,Online Portal,19.9,4,21,No,Yes,Yes,Partial Coverage,Well Lit,4,34.8,Yes
2020,7,Sunday,Spring,Evening (6pm-10pm),Egypt,Urban,1062,Drug Offense,5.0,2,Female,18-25,0,0,255.49,,Arrested,Closed - Unsolved,Police Station,5.3,2,35,No,No,No,No Coverage,Well Lit,2,26.4,No
2022,4,Friday,Spring,Late Night (2am-6am),Australia,Suburban,271,Assault,5.1,2,Male,26-35,1,0,85.86,Unknown,Under Investigation,Closed - Solved,Emergency Call,30.1,1,75,No,Yes,No,Full Coverage,Well Lit,1,53.1,No
2023,1,Tuesday,Spring,Afternoon (12pm-6pm),Brazil,Urban,825,Drug Offense,6.1,3,Female,18-25,0,0,128.2,Blunt Object,Acquitted,Closed - Unsolved,Emergency Call,54.6,1,44,Yes,No,Yes,Partial Coverage,Well Lit,1,68.4,No
2022,5,Saturday,Winter,Evening (6pm-10pm),Australia,Suburban,403,Drug Offense,6.5,1,Female,18-25,0,0,35.77,,Convicted,Closed - Solved,Police Station,2.8,3,28,Yes,Yes,No,Partial Coverage,Poorly Lit,2,63.8,No
2020,3,Sunday,Autumn,Evening (6pm-10pm),Pakistan,Urban,12872,Cybercrime,5.7,5,Female,36-45,0,0,4546.78,Firearm,Unknown,Closed - Unsolved,Police Station,44.0,3,28,No,No,Yes,Full Coverage,Poorly Lit,0,72.0,No
2020,4,Saturday,Winter,Evening (6pm-10pm),India,Urban,2626,Assault,6.6,5,Male,26-35,0,0,113.17,Firearm,Unknown,Pending Trial,Emergency Call,18.3,6,104,Yes,No,Unknown,Partial Coverage,Poorly Lit,1,33.1,No
2020,7,Saturday,Summer,Night (10pm-2am),Nigeria,Urban,2173,Robbery,8.8,1,Male,36-45,1,0,90.48,Knife,Convicted,Open - Active,Emergency Call,12.0,3,31,Yes,No,No,Partial Coverage,Partially Lit,2,44.6,Yes
2023,5,Friday,Autumn,Late Night (2am-6am),USA,Urban,2383,Robbery,6.0,3,Female,36-45,4,1,3906.84,Firearm,At Large,Open - Cold Case,Police Station,14.9,4,67,Yes,No,No,No Coverage,Poorly Lit,1,27.9,No
